id,title,subtitle,description,short_description,syllabus,url,slug,difficulty,created,date_modified,date_published,available,end_date,typical_learning_time,rating,price,new,language,format,license,venue
uFdYfrMiEeWoKQ4rUD57pQ,"Wharton Business and Financial Modeling Capstone",NULL,"In this Capstone you will recommend a business strategy based on a data models you’ve constructed. Using a dataset from Wharton Research Data Services (WRDS), you will implement quantitative models in spreadsheets to identify the best opportunities for success and minimizing risk. Using your newly acquired decision-making skills, you will structure a decision and present this course of action in a professional quality PowerPoint presentation which includes both data and data analysis from your quantitative models.\n\nWharton Research Data Services (WRDS) is the leading data research platform and business intelligence tool for over 30,000 corporate, academic, government and nonprofit clients in 33 countries. WRDS provides the user with one location to access over 200 terabytes of data across multiple disciplines including Accounting, Banking, Economics, ESG, Finance, Insurance, Marketing, and Statistics.",NULL,NULL,http://www.coursera.org/learn/wharton-business-financial-modeling-capstone,wharton-business-financial-modeling-capstone,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-429,"Case-Based Introduction to Biostatistics",NULL,"Learn to frame and address health-related questions using modern biostatistics ideas and methods.",NULL,NULL,http://www.coursera.org/course/casebasedbiostat,casebasedbiostat,NULL,NULL,NULL,NULL,NULL,NULL,"4-6 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-223,"Linear and Discrete Optimization",NULL,"The course is an introduction to linear and discrete optimization - an important part of computational mathematics with a wide range of applications in many areas of everyday life.",NULL,NULL,http://www.coursera.org/course/linearopt,linearopt,NULL,NULL,NULL,NULL,NULL,NULL,"3-6 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
UEk5ZkEWEeWC4g7VhG4bTQ,"A Crash Course in Data Science",NULL,"By now you have definitely heard about data science and big data. In this one-week class, we will provide a crash course in what these terms mean and how they play a role in successful organizations. This class is for anyone who wants to learn what all the data science action is about, including those who will eventually need to manage data scientists. The goal is to get you up to speed as quickly as possible on data science without all the fluff. Weve designed this course to be as convenient as possible without sacrificing any of the essentials.\n\nThis is a focused course designed to rapidly get you up to speed on the field of data science. Our goal was to make this as convenient as possible for you without sacrificing any essential content. Weve left the technical information aside so that you can focus on managing your team and moving it forward.\n\nAfter completing this course you will know. \n\n1. How to describe the role data science plays in various contexts\n2. How statistics, machine learning, and software engineering play a role in data science\n3. How to describe the structure of a data science project\n4. Know the key terms and tools used by data scientists\n5. How to identify a successful and an unsuccessful data science project\n3. The role of a data science manager\n\n\nCourse cover image by r2hox. Creative Commons BY-SA: https://flic.kr/p/gdMuhT",NULL,NULL,http://www.coursera.org/learn/data-science-course,data-science-course,NULL,NULL,NULL,NULL,NULL,NULL,"1 week of study, 4-6 hours",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
tla9taD_EeSt6SIACzgCKw,"Introduction to Recommender Systems",NULL,"Recommender systems have changed the way people find products, information, and even other people. They study patterns of behavior to know what someone will prefer from among a collection of things he has never experienced. The technology behind recommender systems has evolved over the past 20 years into a rich collection of tools that enable the practitioner or researcher to develop effective recommenders. We will study the most important of those tools, including how they work, how to use them, how to evaluate them, and their strengths and weaknesses in practice.\n\nThe algorithms we will study include content-based filtering, user-user collaborative filtering, item-item collaborative filtering, dimensionality reduction, and interactive critique-based recommenders. The approach will be hands-on, with six week projects, each of which will involve implementation and evaluation of some type of recommender.\n\nIn addition to topical lectures, this course includes interviews and guest lectures with experts from both academia and industry.\n\nBeginning in February 2015, you will be able to earn a Verified Certificate by verifying your identity via a webcam and a government-issued ID. This option will provide formal recognition of your achievements in the course and includes the University of Minnesota logo. Before then, you can complete a “test run” of the exam. You can then re-take the exam after the Verified Certificate becomes available. For information regarding Verified Certificates, see https://courserahelp.zendesk.com/hc/en-us/articles/201212399-Verified-Certificates",NULL,NULL,http://www.coursera.org/learn/recommender-systems,recommender-systems,NULL,NULL,NULL,NULL,NULL,NULL,"80-120 hours of videos and quizzes",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-96,"Computational Methods for Data Analysis",NULL,"<div>Exploratory and objective data analysis methods applied to the physical, engineering, and biological sciences.</div>\n<div></div>",NULL,NULL,http://www.coursera.org/course/compmethods,compmethods,NULL,NULL,NULL,NULL,NULL,NULL,"10-12 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-1327,"Preparing for the AP* Statistics Exam",NULL,"This course is designed for high school students preparing to take the AP* Statistics Exam.\n\n* AP Statistics is a registered trademark of the College Board, which was not involved in the production of, and does not endorse, this product.",NULL,NULL,http://www.coursera.org/course/apstat,apstat,NULL,NULL,NULL,NULL,NULL,NULL,"8-10 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
-zhQFJezEeWjfxIrc5BW9Q,"Introduction to Genomic Technologies",NULL,"This course introduces you to the basic biology of modern genomics and the experimental tools that we use to measure it. Well introduce the Central Dogma of Molecular Biology and cover how next-generation sequencing can be used to measure DNA, RNA, and epigenetic patterns. Youll also get an introduction to the key concepts in computing and data science that youll need to understand how data from next-generation sequencing experiments are generated and analyzed.  \n\nThis is the first course in the Genomic Data Science Specialization.",NULL,NULL,http://www.coursera.org/learn/introduction-genomics,introduction-genomics,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
XUoQOTbqEeWoUw6Yc8vnEw,"Regression Modeling in Practice",NULL,"This course focuses on one of the most important tools in your data analysis arsenal: regression analysis. Using either SAS or Python, you will begin with linear regression and then learn how to adapt when two variables do not present a clear linear relationship. You will examine multiple predictors of your outcome and be able to identify confounding variables, which can tell a more compelling story about your results. You will learn the assumptions underlying regression analysis, how to interpret regression coefficients, and how to use regression diagnostic plots and other tools to evaluate the quality of your regression model. Throughout the course, you will share with others the regression models you have developed and the stories they tell you.",NULL,NULL,http://www.coursera.org/learn/regression-modeling-practice,regression-modeling-practice,NULL,NULL,NULL,NULL,NULL,NULL,"4 weeks, 4 - 5 hours per week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
qi9mnkIJEeWC4g7VhG4bTQ,"Machine Learning Foundations: A Case Study Approach",NULL,"Do you have data and wonder what it can tell you?  Do you need a deeper understanding of the core ways in which machine learning can improve your business?  Do you want to be able to converse with specialists about anything from regression and classification to deep learning and recommender systems?\n\nIn this course, you will get hands-on experience with machine learning from a series of practical case-studies.  At the end of the first course you will have studied how to predict house prices based on house-level features, analyze sentiment from user reviews, retrieve documents of interest, recommend products, and search for images.  Through hands-on practice with these use cases, you will be able to apply machine learning methods in a wide range of domains.\n\nThis first course treats the machine learning method as a black box.  Using this abstraction, you will focus on understanding tasks of interest, matching these tasks to machine learning tools, and assessing the quality of the output. In subsequent courses, you will delve into the components of this black box by examining models and algorithms.  Together, these pieces form the machine learning pipeline, which you will use in developing intelligent applications.\n\nLearning Outcomes:  By the end of this course, you will be able to:\n   -Identify potential applications of machine learning in practice.  \n   -Describe the core differences in analyses enabled by regression, classification, and clustering.\n   -Select the appropriate machine learning task for a potential application.  \n   -Apply regression, classification, clustering, retrieval, recommender systems, and deep learning.\n   -Represent your data as features to serve as input to machine learning models. \n   -Assess the model quality in terms of relevant error metrics for each task.\n   -Utilize a dataset to fit a model to analyze new data.\n   -Build an end-to-end application that uses machine learning at its core.  \n   -Implement these techniques in Python.",NULL,NULL,http://www.coursera.org/learn/ml-foundations,ml-foundations,NULL,NULL,NULL,NULL,NULL,NULL,"6 weeks of study, 5-8 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
56WnmkLyEeWstQoYgPEx5w,"Customer Analytics",NULL,"Data about our browsing and buying patterns are everywhere.  From credit card transactions and online shopping carts, to customer loyalty programs and user-generated ratings/reviews, there is a staggering amount of data that can be used to describe our past buying behaviors, predict future ones, and prescribe new ways to influence future purchasing decisions. In this brand new course, four of Wharton’s top marketing professors will dive deeper into the key areas of customer analytics: descriptive analytics, predictive analytics, prescriptive analytics, and their application to real-world business practices including Amazon, Google, and Starbucks to name a few. By the end of this course, you’ll understand how data is used to describe, explain, and predict customer behavior; best practices for using this data to prescribe more effective business strategies; and how successful companies are currently using such data to meet (and shape) customer needs, and to increase their bottom line in the process.  This course has been designed to help you make better business decisions about emerging data structures, so that you can apply what you’ve learned to your own company or business today. ",NULL,NULL,http://www.coursera.org/learn/wharton-customer-analytics,wharton-customer-analytics,NULL,NULL,NULL,NULL,NULL,NULL,"4 weeks of study, 5-6 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
1ZacN53KEeWlGQ5Xb9b0kw,"Fundamentals of Quantitative Modeling",NULL,"How can you put data to work for you? Specifically, how can numbers in a spreadsheet tell us about present and past business activities, and how can we use them to forecast the future? The answer is in building quantitative models, and this course is designed to help you understand the fundamentals of this critical, foundational, business skill. Through a series of short lectures, demonstrations, and assignments, you’ll learn the key ideas  and process of quantitative modeling so that you can begin to create your own models for your own business or enterprise. By the end of this course, you will have seen a variety of practical commonly used quantitative models as well as the building blocks that will allow you to start structuring your own models. These building blocks will be put to use in the other courses in this Specialization.",NULL,NULL,http://www.coursera.org/learn/wharton-quantitative-modeling,wharton-quantitative-modeling,NULL,NULL,NULL,NULL,NULL,NULL,"4 weeks of study, 1-3 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
bH3mBTeLEeWXuQopUhAqaw,"Foundations of strategic business analytics",NULL,"Who is this course for?  \nThis course is designed for students, business analysts, and data scientists who want to apply statistical knowledge and techniques to business contexts. For example, it may be suited to experienced statisticians, analysts, engineers who want to move more into a business role. \n\nYou will find this course exciting and rewarding if you already have a background in statistics, can use R or another programming language and are familiar with databases and data analysis techniques such as regression, classification, and clustering.\nHowever, it contains a number of recitals and R Studio tutorials which will consolidate your competences, enable you to play more freely with data and explore new features and statistical functions in R.\n\nWith this course, you’ll have a first overview on Strategic Business Analytics topics. We’ll discuss a wide variety of applications of Business Analytics. From Marketing to Supply Chain or Credit Scoring and HR Analytics, etc. We’ll cover many different data analytics techniques, each time explaining how to be relevant for your business.\n\nWe’ll pay special attention to how you can produce convincing, actionable, and efficient insights. Well also present you with different data analytics tools to be applied to different types of issues.\nBy doing so, we’ll help you develop four sets of skills needed to leverage value from data: Analytics, IT, Business and Communication. \n\nBy the end of this MOOC, you should be able to approach a business issue using Analytics by (1) qualifying the issue at hand in quantitative terms, (2) conducting relevant data analyses, and (3) presenting your conclusions and recommendations in a business-oriented, actionable and efficient way.\n\nPrerequisites : 1/ Be able to use R or to program 2/ To know the fundamentals of databases, data analysis (regression, classification, clustering)\n\nWe give credit to Pauline Glikman, Albane Gaubert, Elias Abou Khalil-Lanvin (Students at ESSEC BUSINESS SCHOOL) for their contribution to this course design.",NULL,NULL,http://www.coursera.org/learn/strategic-business-analytics,strategic-business-analytics,NULL,NULL,NULL,NULL,NULL,NULL,"4 weeks of study, 2-3 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
HkJsxW0yEeWEewoyD2Bc5Q,"Getting and Cleaning Data",NULL,"Before you can work with data you have to get some. This course will cover the basic ways that data can be obtained. The course will cover obtaining data from the web, from APIs, from databases and from colleagues in various formats. It will also cover the basics of data cleaning and how to make data “tidy”. Tidy data dramatically speed downstream data analysis tasks. The course will also cover the components of a complete data set including raw data, processing instructions, codebooks, and processed data. The course will cover the basics needed for collecting, cleaning, and sharing data.",NULL,NULL,http://www.coursera.org/learn/data-cleaning,data-cleaning,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
469AxGCiEeWQAgqoue9YNw,"Forensic Accounting and Fraud Examination",NULL,"Everyday across the world, thousands of businesses are victimized by fraud.  Who commits these bad acts?  Why? And, how? In this course we are going to help you answer the questions: who commits fraud, why and how.  We’ll also help you develop skills for catching them.",NULL,NULL,http://www.coursera.org/learn/forensic-accounting,forensic-accounting,NULL,NULL,NULL,NULL,NULL,NULL,"5 weeks of study, 3-5 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
senhGTbqEeWw6g4yTrGrVQ,"Machine Learning for Data Analysis",NULL,"Are you interested in predicting future outcomes using your data? This course helps you do just that! Machine learning is the process of developing, testing, and applying predictive algorithms to achieve this goal. Make sure to familiarize yourself with course 3 of this specialization before diving into these machine learning concepts. Building on Course 3, which introduces students to integral supervised machine learning concepts, this course will provide an overview of many additional concepts, techniques, and algorithms in machine learning, from basic classification to decision trees and clustering. By completing this course, you will learn how to apply, test, and interpret machine learning algorithms as alternative methods for addressing your research questions.",NULL,NULL,http://www.coursera.org/learn/machine-learning-data-analysis,machine-learning-data-analysis,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-746,"Introduction to Recommender Systems",NULL,"This course introduces the concepts, applications, algorithms, programming, and design of recommender systems--software systems that recommend products or information, often based on extensive personalization.  Learn how web merchants such as Amazon.com personalize product suggestions and how to apply the same techniques in your own systems!",NULL,NULL,http://www.coursera.org/course/recsys,recsys,NULL,NULL,NULL,NULL,NULL,NULL,"4-10 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-749,"Discrete Inference and Learning in Artificial Vision",NULL,"We will present the state of the art energy minimization algorithms that are used to perform inference in modern artificial vision models: that is, efficient methods for obtaining the most likely interpretation of a given visual input. We will also cover the popular max-margin framework for estimating the model parameters using inference.",NULL,NULL,http://www.coursera.org/course/artificialvision,artificialvision,NULL,NULL,NULL,NULL,NULL,NULL,"2-3 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
iSz7OEC2EeWBrBIWi3mmCw,"Inferential Statistics",NULL,"Inferential statistics are concerned with making inferences based on relations found in the sample, to relations in the population. Inferential statistics help us decide, for example, whether the differences between groups that we see in our data are strong enough to provide support for our hypothesis that group differences exist in general, in the entire population.\n\nWe will start by considering the basic principles of significance testing: probability distributions, p-value, significance level, power and type I and type II errors. Then we will consider a large number of statistical tests and techniques that help us make inferences for different types of data and different types of research designs. For each individual statistical test we will consider how it works, for what data and design it is appropriate and how results should be interpreted. You will also learn how to perform these tests using freely available software. \n\nFor those who are already familiar with statistical testing: We will look at z-tests for 1 and 2 proportions,  McNemars test for dependent proportions, t-tests for 1 mean (paired differences) and 2 means, the Chi-square test for independence, Fisher’s exact test, simple regression (linear, exponential en logistic) and multiple regression, one way and multi-way analysis of variance, and non-parametric tests (Wilcoxon, Kruskal-Wallis, sign test,  signed-rank test).",NULL,NULL,http://www.coursera.org/learn/inferential-statistics,inferential-statistics,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
Hc_NtRVGEeWhTg59fTWfpQ,"Designing, Running, and Analyzing Experiments",NULL,"You will never know whether you have an effective user experience until you have tested it with users. In this course, you’ll learn how to design experiments, how to run experiments, and how to analyze data from these experiments in order to evaluate and validate user experiences. You will work through real-world examples of experiments from the fields of IxD and HCI, understanding issues in experiment design and analysis. You will analyze multiple data sets using recipes given to you in the R statistical programming language -- no prior programming experience is assumed or required. By the end of the course, you will be able to knowledgeably design, run, and analyze your own experiments for putting empirical and statistical weight behind your designs.",NULL,NULL,http://www.coursera.org/learn/designexperiments,designexperiments,NULL,NULL,NULL,NULL,NULL,NULL,"3 weeks, 2-3 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-2378,"Healthcare Data Visualization",NULL,"An overview to the state of the art of interactive data visualization in healthcare. The course will cover data visualization principles, methods, and techniques. ",NULL,NULL,http://www.coursera.org/course/healthdatavisual,healthdatavisual,NULL,NULL,NULL,NULL,NULL,NULL,"5-7 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-1567,"Process Mining: Data science in Action",NULL,"Process mining is the missing link between model-based process analysis and data-oriented analysis techniques. Through concrete data sets and easy to use software the course provides data science knowledge that can be applied directly to analyze and improve processes in a variety of domains.",NULL,NULL,http://www.coursera.org/course/procmin,procmin,NULL,NULL,NULL,NULL,NULL,NULL,"4-6 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
I5rpKhnoEeWnbwoiFA2iGw,"Business Metrics for Data-Driven Companies",NULL,"In this course, you will learn best practices for how to use data analytics to make any company more competitive and more profitable. You will be able to recognize the most critical business metrics and distinguish them from mere data.\n \nYou’ll get a clear picture of the vital but different roles business analysts, business data analysts, and data scientists each play in various types of companies. And you’ll know exactly what skills are required to be hired for, and succeed at, these high-demand jobs.\n \nFinally, you will be able to use a checklist provided in the course to score any company on how effectively it is embracing big data culture. Digital companies like Amazon, Uber and Airbnb are transforming entire industries through their creative use of big data. You’ll understand why these companies are so disruptive and how they use data-analytics techniques to out-compete traditional companies.",NULL,NULL,http://www.coursera.org/learn/analytics-business-metrics,analytics-business-metrics,NULL,NULL,NULL,NULL,NULL,NULL,"4 weeks, 3-5 hours per week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-77,"Neural Networks for Machine Learning",NULL,"Learn about artificial neural networks and how theyre being used for machine learning, as applied to speech and object recognition, image segmentation, modeling language and human motion, etc. Well emphasize both the basic algorithms and the practical tricks needed to get them to work well.",NULL,NULL,http://www.coursera.org/course/neuralnets,neuralnets,NULL,NULL,NULL,NULL,NULL,NULL,"7-9 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
4Zbh5ZhSEeWqkw5zNB248Q,"Python for Genomic Data Science",NULL,"This class provides an introduction to the Python programming language and the iPython notebook. This is the third course in the Genomic Big Data Science Specialization from Johns Hopkins University.",NULL,NULL,http://www.coursera.org/learn/python-genomics,python-genomics,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-1809,"Teaching Statistical Thinking: Part 1 Descriptive Statistics",NULL,"We prepare high school teachers for teaching descriptive statistics. Teachers will learn basic principles for summarizing data in meaningful ways. Satellite videos will discuss pedagogy and teach statistical software via examples spanning pop culture, sports, health and other topics suitable for high school classrooms.",NULL,NULL,http://www.coursera.org/course/teachstats1,teachstats1,NULL,NULL,NULL,NULL,NULL,NULL,"5-8 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-791,"Statistical Reasoning for Public Health 1: Estimation, Inference, & Interpretation",NULL,"A conceptual and interpretive public health approach to some of the most commonly used methods from basic statistics. ",NULL,NULL,http://www.coursera.org/course/statreasoning,statreasoning,NULL,NULL,NULL,NULL,NULL,NULL,"7-9 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
